0,0.1220639965678425
1,0.047196815898617205
2,-0.018330350400856735
3,-0.08194957982526882
4,-0.1342215769800505
5,-0.185426752044139
6,-0.22934343063213447
7,-0.27547468871792924
8,-0.3057978195680628
9,-0.33809798047711836
10,-0.3618009641369563
11,-0.38267480597954334
12,-0.40263342012684955
13,-0.41488403312129946
14,-0.43347580858803764
15,-0.45244702420719873
16,-0.4660180367247365
17,-0.47177252366075206
18,-0.45859385398839353
19,-0.42566896200106635
20,-0.3745285219555729
21,-0.31204842571182423
22,-0.24594362234099565
23,-0.18277251531008612
24,-0.12697916203513276
25,-0.08056511933467142
26,-0.04338883901925701
27,-0.014863671885065089
28,0.006841062063171083
29,0.021756546218538793
30,0.03227096843396624
31,0.037917382040789836
32,0.0390043623501344
33,0.03631145947273642
34,0.030848710740450844
35,0.026528288870288786
36,0.027941109327172083
37,0.038586325860000756
38,0.05988002280074658
39,0.08970866613803787
40,0.12249574402071008
41,0.1507882907086338
42,0.16874074643909767
43,0.1742627875261178
44,0.16858924322611463
45,0.15434932256385
46,0.1344353949406446
47,0.11146985960585257
48,0.08738822140860737
49,0.06416435074249799
50,0.04340368948427866
51,0.026180536790496613
52,0.012647486103933722
53,0.0011955718974553684
54,-0.011255559513322948
55,-0.028464356097086817
56,-0.05346191651318912
57,-0.08690406733927421
58,-0.12652172161552483
59,-0.1683813951800176
60,-0.20867271493181053
61,-0.24456143031390612
62,-0.27419626952424536
63,-0.2964186857921835
64,-0.31061430794455885
65,-0.3165621204081902
66,-0.3145069785800547
67,-0.30526318002340047
68,-0.29016549813626463
69,-0.2708531906472199
70,-0.24871488366650732
71,-0.22424845778944472
72,-0.1967202845632124
73,-0.16440223763446596
74,-0.12574970275098515
75,-0.08119648983802173
76,-0.033915272546306115
77,0.011651207713426067
78,0.05200577051651707
79,0.0856005644915991
80,0.11257958177579261
81,0.1341123856680462
82,0.151819966404565
83,0.16738526859063227
84,0.1822701598260266
85,0.19751014347699902
86,0.2135991549996114
87,0.23049514830270693
88,0.2477391545099156
89,0.264552834897007
90,0.2797152141815082
91,0.2910958919595601
92,0.29518182337769905
93,0.2877202345668344
94,0.26596605902947235
95,0.23041534518813545
96,0.18414986507902614
97,0.13105692608368613
98,0.07459510659032986
99,0.017343675103034167
100,-0.039012565369273444
101,-0.09351762181789247
102,-0.14571328499072894
103,-0.19540771804283574
104,-0.24249465216015076
105,-0.28685642534881695
106,-0.3283435371972218
107,-0.3667848831597681
108,-0.4019773623118887
109,-0.43363069149095207
110,-0.4612863074386969
111,-0.4842429808077718
112,-0.5014709884777513
113,-0.5114703168837147
114,-0.5121238053315071
115,-0.5007644038424411
116,-0.4748051914449033
117,-0.4331030345769542
118,-0.3774490326348613
119,-0.31285315750349224
120,-0.2460326113350011
